center cam,left cam,right cam,angle,forward,reverse,speed
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_53_982.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_53_982.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_53_982.jpg,0,1,0,17.10176
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_061.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_061.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_061.jpg,0,1,0,17.95342
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_134.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_134.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_134.jpg,0,1,0,18.79601
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_207.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_207.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_207.jpg,0,1,0,19.55286
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_286.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_286.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_286.jpg,0,1,0,20.35186
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_363.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_363.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_363.jpg,0,1,0,21.14394
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_440.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_440.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_440.jpg,0,1,0,21.92952
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_515.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_515.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_515.jpg,0,1,0,22.71021
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_591.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_591.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_591.jpg,0,1,0,23.27973
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_665.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_665.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_665.jpg,0,1,0,24.06439
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_737.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_737.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_737.jpg,0,1,0,24.83997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_807.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_807.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_807.jpg,-0.1091745,1,0,25.41274
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_878.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_878.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_878.jpg,-0.1479061,1,0,26.15957
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_54_949.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_54_949.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_54_949.jpg,-0.1479061,1,0,26.72096
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_022.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_022.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_022.jpg,-0.1479061,1,0,27.46759
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_092.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_092.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_092.jpg,-0.06076011,1,0,28.02665
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_163.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_163.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_163.jpg,0,0.9806342,0,28.75315
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_230.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_230.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_230.jpg,0,0.9806342,0,29.2907
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_302.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_302.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_302.jpg,0,0.9419027,0,30.00049
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_372.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_372.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_372.jpg,0,0.9225369,0,30.17157
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_443.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_443.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_443.jpg,0,0.912854,0,30.17044
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_512.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_512.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_512.jpg,0,0.912854,0,30.16812
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_581.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_581.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_581.jpg,0,0.8838054,0,30.16567
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_661.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_661.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_661.jpg,0,0.8547567,0,30.15621
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_734.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_734.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_734.jpg,0,0.8257081,0,30.14721
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_807.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_807.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_807.jpg,0,0.7869765,0,30.13756
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_877.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_877.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_877.jpg,0,0.7579279,0,30.13165
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_55_945.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_55_945.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_55_945.jpg,0,0.748245,0,30.12564
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_015.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_015.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_015.jpg,0,0.7288792,0,30.12181
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_091.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_091.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_091.jpg,0,0.7288792,0,30.12165
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_169.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_169.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_169.jpg,0,0.7095134,0,30.1158
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_245.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_245.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_245.jpg,0,0.6998306,0,30.1146
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_323.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_323.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_323.jpg,0,0.6223675,0,30.09759
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_395.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_395.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_395.jpg,0,0.5449044,0,30.0827
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_462.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_462.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_462.jpg,0,0.4383927,0,30.05541
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_533.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_533.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_533.jpg,-0.06076011,0.4287098,0,30.04605
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_604.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_604.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_604.jpg,-0.06076011,0.4287098,0,30.04281
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_678.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_678.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_678.jpg,-0.06076011,0.4190269,0,30.04187
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_745.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_745.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_745.jpg,-0.06076011,0.4190269,0,30.04301
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_821.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_821.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_821.jpg,-0.06076011,0.4190269,0,30.04301
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_892.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_892.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_892.jpg,-0.06076011,0.4190269,0,30.04305
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_56_968.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_56_968.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_56_968.jpg,-0.06076011,0.4287098,0,30.04308
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_038.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_038.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_038.jpg,-0.06076011,0.4190269,0,30.04284
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_106.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_106.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_106.jpg,-0.06076011,0.4190269,0,30.04313
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_174.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_174.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_174.jpg,-0.06076011,0.4190269,0,30.0431
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_243.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_243.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_243.jpg,-0.06076011,0.4190269,0,30.04311
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_316.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_316.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_316.jpg,-0.06076011,0.4190269,0,30.04311
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_384.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_384.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_384.jpg,-0.06076011,0.4190269,0,30.04311
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_462.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_462.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_462.jpg,-0.06076011,0.4190269,0,30.04311
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_539.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_539.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_539.jpg,-0.06076011,0.4190269,0,30.04311
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_612.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_612.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_612.jpg,-0.06076011,0.4190269,0,30.04308
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_679.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_679.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_679.jpg,-0.06076011,0.4190269,0,30.0431
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_754.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_754.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_754.jpg,-0.02202857,0.4287098,0,30.04664
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_828.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_828.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_828.jpg,-0.002662801,0.4287098,0,30.04551
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_897.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_897.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_897.jpg,0,0.4287098,0,30.04562
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_57_965.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_57_965.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_57_965.jpg,0,0.3512467,0,30.0248
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_040.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_040.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_040.jpg,0,0.3125151,0,30.01604
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_116.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_116.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_116.jpg,0,0.3318809,0,30.01954
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_184.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_184.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_184.jpg,0,0.3318809,0,30.02122
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_254.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_254.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_254.jpg,0,0.3415638,0,30.02113
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_329.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_329.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_329.jpg,0,0.3512467,0,30.02583
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_398.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_398.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_398.jpg,0,0.3512467,0,30.02602
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_476.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_476.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_476.jpg,-0.04139434,0.3512467,0,30.02435
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_544.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_544.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_544.jpg,-0.070443,0.3125151,0,30.0176
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_619.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_619.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_619.jpg,-0.070443,0.3125151,0,30.01568
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_693.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_693.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_693.jpg,-0.070443,0.3125151,0,30.01583
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_765.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_765.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_765.jpg,-0.0801259,0.3125151,0,30.01579
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_837.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_837.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_837.jpg,-0.0801259,0.3125151,0,30.01581
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_911.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_911.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_911.jpg,-0.0801259,0.3125151,0,30.01595
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_58_987.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_58_987.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_58_987.jpg,0,0.322198,0,30.01608
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_066.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_066.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_066.jpg,0,0.322198,0,30.01808
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_141.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_141.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_141.jpg,0,0.322198,0,30.01603
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_217.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_217.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_217.jpg,0,0.322198,0,30.01859
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_290.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_290.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_290.jpg,0,0.3125151,0,30.01868
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_364.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_364.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_364.jpg,0,0.3028322,0,30.01369
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_438.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_438.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_438.jpg,0,0.3028322,0,30.01377
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_512.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_512.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_512.jpg,0,0.3028322,0,30.01377
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_587.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_587.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_587.jpg,0,0.2931494,0,30.01378
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_664.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_664.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_664.jpg,0,0.2737836,0,30.00928
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_731.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_731.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_731.jpg,0,0.235052,0,29.99753
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_808.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_808.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_808.jpg,0,0.2156863,0,29.96889
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_881.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_881.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_881.jpg,0,0.2156863,0,29.93748
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_26_59_959.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_26_59_959.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_26_59_959.jpg,0,0.2156863,0,29.90623
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_00_030.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_00_030.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_00_030.jpg,0,0.2156863,0,29.88294
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_00_103.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_00_103.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_00_103.jpg,-0.06076011,0.2156863,0,29.85125
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_00_181.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_00_181.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_00_181.jpg,-0.157589,0.2641007,0,29.81474
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_00_250.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_00_250.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_00_250.jpg,-0.157589,0.2737836,0,29.82154
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_00_325.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_00_325.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_00_325.jpg,-0.157589,0.2737836,0,29.83857
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_00_395.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_00_395.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_00_395.jpg,-0.1479061,0.2834665,0,29.86302
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_00_466.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_00_466.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_00_466.jpg,0,0.2834665,0,29.88725
