center cam,left cam,right cam,angle,throttle,brake,speed
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_26_526.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_26_526.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_26_526.jpg,-0.6223675,0.1769547,0,17.26418
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_26_597.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_26_597.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_26_597.jpg,-0.1769547,0.1769547,0,17.29381
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_26_665.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_26_665.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_26_665.jpg,-0.1382232,0.1769547,0,17.22186
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_26_732.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_26_732.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_26_732.jpg,-0.1188574,0.1769547,0,17.35579
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_26_799.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_26_799.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_26_799.jpg,-0.1188574,0.1769547,0,17.38743
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_26_872.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_26_872.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_26_872.jpg,-0.2253692,0.1769547,0,17.33216
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_26_945.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_26_945.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_26_945.jpg,-0.748245,0.1769547,0,17.18027
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_017.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_017.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_017.jpg,-0.4577585,0.1769547,0,17.05252
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_090.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_090.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_090.jpg,-0.1188574,0.1769547,0,17.18255
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_161.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_161.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_161.jpg,0,0.157589,0,17.1635
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_230.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_230.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_230.jpg,0,0.1479061,0,17.07776
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_298.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_298.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_298.jpg,0,0.1479061,0,17.09203
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_370.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_370.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_370.jpg,0,0.1479061,0,17.15364
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_442.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_442.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_442.jpg,0,0.1479061,0,17.13958
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_510.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_510.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_510.jpg,0,0.1479061,0,17.13622
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_582.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_582.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_582.jpg,0,0.1479061,0,17.1411
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_652.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_652.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_652.jpg,0,0.1479061,0,17.14426
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_723.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_723.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_723.jpg,0,0.1479061,0,17.14935
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_793.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_793.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_793.jpg,0,0.157589,0,17.15657
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_861.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_861.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_861.jpg,0,0.1672719,0,17.17129
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_930.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_930.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_930.jpg,0,0.1672719,0,17.1912
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_27_998.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_27_998.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_27_998.jpg,0,0.1866376,0,17.22857
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_067.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_067.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_067.jpg,0,0.1963205,0,17.26302
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_135.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_135.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_135.jpg,0,0.2060034,0,17.30757
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_203.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_203.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_203.jpg,0,0.2156863,0,17.37253
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_272.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_272.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_272.jpg,0,0.2156863,0,17.42525
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_340.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_340.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_340.jpg,0,0.2156863,0,17.49499
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_408.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_408.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_408.jpg,0,0.2156863,0,17.54746
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_478.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_478.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_478.jpg,0.04139434,0.2156863,0,17.61565
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_545.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_545.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_545.jpg,0.1672719,0.2156863,0,17.6591
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_617.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_617.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_617.jpg,0.4287098,0.1963205,0,17.65752
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_686.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_686.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_686.jpg,0.4674413,0.1963205,0,17.60726
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_756.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_756.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_756.jpg,0.4674413,0.1963205,0,17.60366
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_826.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_826.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_826.jpg,0.4674413,0.1963205,0,17.65986
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_897.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_897.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_897.jpg,0.4674413,0.1963205,0,17.70643
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_28_966.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_28_966.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_28_966.jpg,0.4674413,0.1963205,0,17.65986
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_037.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_037.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_037.jpg,0.4577585,0.2253692,0,17.70957
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_108.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_108.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_108.jpg,0.4383927,0.235052,0,17.87598
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_176.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_176.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_176.jpg,0.4383927,0.235052,0,17.849
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_243.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_243.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_243.jpg,0.4383927,0.235052,0,17.93086
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_311.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_311.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_311.jpg,0.4383927,0.235052,0,18.07512
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_380.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_380.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_380.jpg,0.4383927,0.235052,0,18.15616
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_450.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_450.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_450.jpg,0.4383927,0.235052,0,18.11647
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_521.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_521.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_521.jpg,0.4383927,0.2447349,0,18.19563
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_592.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_592.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_592.jpg,0.4383927,0.2641007,0,18.3801
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_664.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_664.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_664.jpg,0.3802953,0.3028322,0,18.49767
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_736.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_736.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_736.jpg,0.2834665,0.3512467,0,18.68465
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_803.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_803.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_803.jpg,0.2447349,0.3512467,0,18.75411
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_870.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_870.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_870.jpg,0.1963205,0.3512467,0,18.97731
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_29_940.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_29_940.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_29_940.jpg,0.1479061,0.3512467,0,19.1687
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_009.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_009.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_009.jpg,0.1479061,0.3512467,0,19.25635
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_078.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_078.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_078.jpg,0.1479061,0.3512467,0,19.45395
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_148.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_148.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_148.jpg,0.1479061,0.3512467,0,19.62667
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_217.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_217.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_217.jpg,0.1479061,0.3512467,0,19.80817
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_287.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_287.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_287.jpg,0.1479061,0.3512467,0,19.92408
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_358.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_358.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_358.jpg,0.1479061,0.3125151,0,20.10154
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_428.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_428.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_428.jpg,0.3318809,0.2544178,0,20.17979
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_498.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_498.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_498.jpg,0.3899783,0.2447349,0,20.19795
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_570.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_570.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_570.jpg,0.3996612,0.2447349,0,20.21085
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_641.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_641.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_641.jpg,0.3899783,0.2447349,0,20.26485
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_712.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_712.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_712.jpg,0.3899783,0.2447349,0,20.3525
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_785.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_785.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_785.jpg,0.3899783,0.2447349,0,20.42222
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_852.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_852.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_852.jpg,0.3899783,0.2447349,0,20.4262
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_924.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_924.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_924.jpg,0.3899783,0.2447349,0,20.49313
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_30_998.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_30_998.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_30_998.jpg,0.3899783,0.2447349,0,20.56057
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_065.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_065.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_065.jpg,0.3899783,0.2447349,0,20.66716
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_133.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_133.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_133.jpg,0.3899783,0.2447349,0,20.66094
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_202.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_202.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_202.jpg,0.3028322,0.2737836,0,20.7326
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_270.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_270.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_270.jpg,0.2447349,0.322198,0,20.89923
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_340.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_340.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_340.jpg,0.1382232,0.3802953,0,21.08123
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_410.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_410.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_410.jpg,0.1285403,0.3899783,0,21.17221
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_481.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_481.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_481.jpg,0.08980879,0.3899783,0,21.38486
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_550.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_550.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_550.jpg,0.03171146,0.3899783,0,21.61752
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_619.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_619.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_619.jpg,0.01234569,0.3899783,0,21.82314
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_686.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_686.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_686.jpg,0,0.3706124,0,21.88939
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_757.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_757.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_757.jpg,0,0.3609295,0,22.06551
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_826.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_826.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_826.jpg,0,0.3512467,0,22.26148
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_894.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_894.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_894.jpg,0,0.3512467,0,22.3156
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_31_964.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_31_964.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_31_964.jpg,0,0.3512467,0,22.48145
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_034.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_034.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_034.jpg,0,0.3512467,0,22.65711
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_103.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_103.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_103.jpg,0,0.3512467,0,22.81097
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_171.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_171.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_171.jpg,0,0.3318809,0,22.88952
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_239.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_239.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_239.jpg,0,0.3125151,0,23.02336
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_309.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_309.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_309.jpg,0,0.2737836,0,23.12648
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_379.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_379.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_379.jpg,0.05107722,0.1963205,0,23.1619
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_449.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_449.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_449.jpg,0.09949167,0.1866376,0,23.14653
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_516.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_516.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_516.jpg,0.1285403,0.1866376,0,23.13326
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_584.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_584.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_584.jpg,0.1285403,0.1866376,0,23.12945
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_53_32_651.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_53_32_651.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_53_32_651.jpg,0.1285403,0.1866376,0,23.12101
